Q9VUR1	Q92759
Q9VVU4	G5EBE3	Q9DA19	Q86X95
Q8IQS4	P54793
Q9VQ62	O17271
Q8VI36	Q8T0B0	A8WFL0	Q16527
Q20611	Q96IV6
Q8IQK0	Q8NEJ0
P11230	Q9V9Y4
Q7KVD1	Q80UK0	Q96PX9
Q9D1T0	P90920	P08953	Q9P244
Q7JUY8	Q22092	Q92966
Q9Z2A0	Q9V8V8	Q99558	Q9GT24
Q13163	Q07292	Q9QZL0	Q8T0S6
Q9VF08	Q9Y3D7
Q9V9T4	O15164
Q9W2L2	O18302	Q15700
Q18869	P18428
P31751	G5EDL3	Q9VXE5	P31938
Q7Z7L7	Q9W0E8	P21541
A1ZAU4	Q20950	P07858
Q9VVE3	Q9H2F3
P41155	P48023
Q7KBL8	Q9NX70
B1V8A0	P16333	Q9VIN1	Q9Z0R4
Q5HZG4	Q9V4D4	Q5VWG9
P32969	P50882	Q95Y90
Q8MSJ9	O14576
Q9W484	Q96FC9
Q60668	Q13310	Q9W158	G5EF03
Q9W019	Q9BRJ6
Q9QZ08	Q9VF86	Q9UJ70
Q9VUR4	O00762
Q03019	P48967	P30305
A1Z897	Q9NX18
O75164	Q9U297	Q9V333
Q9VSH1	Q96T21
Q0E8J0	Q21502
Q8IFW3	Q9H307
Q9W281	Q9BQ90
Q5SUF2	Q9VVI1	O95232
Q9W592	P42704
G5EEZ4	Q8T088	Q9H6Y2
Q9R226	Q95TJ8	Q5VWX1	G5EF97
Q9VVI0	O43172
P02566	Q12965
O08573	Q9VWB0	Q8I4A4	P09382
Q9N4K0	Q9W1B2	Q5TGZ0
Q14847	P34416
P97393	Q2M1Z3	H2KZV4	Q9VX32
Q9VU02	Q17348	P62314
Q9VJ10	Q96CU9
Q9VEM7	P40313
Q8SZ15	Q8NC60
Q9XUN9	Q6FGX2
Q9Y095	P18887
Q8BNW9	Q7K0L2	Q9H0C5
Q18750	Q8MR31	Q17RL8
P35951	O75581
Q9VT33	Q21994
Q96I34	Q95ZS1	Q8SY34
Q9VYI1	Q9BWQ6
Q7JQL2	Q495M9
Q9VFB6	Q5R372
Q8IMX8	Q9U1W8
Q8IP52	Q9NY15
Q8TCT9	Q9VBL1	Q93346
Q9HBU1	P34663	Q06453
G3V162	P07909-2	Q9NLD1
P05303	O45622	Q05639
Q9VU53	Q19312	Q9H5Y7
P46941	P27986	Q9VDS5	P26450
Q6PJI9	A1Z7J7	G5EFY6
P29349-2	Q14449
P97784	Q16526
Q8IRR5	Q8N6T7
Q8ND76	P34624	Q8BGU5	Q9VKF0
Q22949	Q9Y137	P98192	O15228
Q19291	Q9VYE0	Q96MA1
Q9VPT5	Q19189	O00623
Q9V727	Q76L83
Q5WRR6	Q07157	Q7K4E2	P39447
Q9GYI4	Q9VJ97	Q9H9V9
P37198	Q7JXF5	O01576
P25724	P60321
Q8I4F7	O46040	Q9NRG4
Q9VXY3	Q23571	P11182
Q8BTY2	Q9VM32	Q9Y6M7
P19525	Q23975
Q9W423	Q96G23
Q9VWT3	Q6P531
P14652	P83949
Q9XVP0	Q7JZW2	P62841
P02567	A1Z700	P12882
P51559	Q9UAE7	Q92824
P19429	P36188-3	Q9GYF1
Q9HAV7	P48604	Q18421
Q69Z13	Q9VSW1	Q16851
Q7K4E0	Q13009
Q9GYH7	Q14C86
Q6VNB8	Q9W060	P50851
Q7JXE4	O16254	Q9BUV8
Q9I7R0	O75608
Q9VE01	Q27482	P98187
Q6P1J9	A1Z9G9	Q9N5U5
Q8T0M5	P05154
Q21412	O95453
P46662	P15311	H2KYX3	Q9V8R9
Q9Y5J7	Q9VYD7	Q9Y0V2
Q3YMU0	O00391
Q8MMD0	Q6FHL7
Q9CQ20	Q92748
Q9BKZ9	O00213
Q8CJG0	Q32KD4	Q8TC59
O76521	Q22560
P50284	P36941
Q9VJZ7	Q14684
Q9NWS0	Q9VK57	Q19965
Q6NN40	Q9BV86
Q9VRE2	Q8NE79
Q0IGU7	Q96RJ6
Q9VWF0	Q8TCD6
Q24407	P18859
P62821	P51148	Q22038	Q7JWS8
Q95TR3	A0A0A0MT33
Q7JRJ9	G5EE37	Q9NQS7
P18653	P17612	Q19726	Q03043
Q22137	A1Z992	Q04446
O00268	P47825	O61707
P54357	P53014	P05976
O02373	Q19905	O60701
O61792	P26270	P51665
Q9VNC1	Q9H9J2
P47741	Q92956
P17844	Q02748	Q61656
P21187	P57052	O45713
P62244	Q7KR04	O17218
Q95TR0	Q7Z6B7
Q9WVM3	Q9W3Y6	Q9UJX3
P91503	Q960V3	Q9UPV9
O18335	P84096	Q92928
Q8IMY3	P17439	O16581	P04062
Q12905	Q9VG73	O62349
P53806	Q9JHG6	Q9UKA8
Q00005	P36872	G5EDR3
Q7KT91	Q9HCG7
O62387	Q9VZC9	Q9D0I4	P56962
P19091	Q6NSM0	Q8MXK0	P18102
Q9VMD7	Q20772	Q9H845
Q9VTC1	O94761
Q9XYP7	Q9UGJ1
Q9VWV2	Q9H857
Q9VCN1	Q07864
Q9VH51	Q9H8N7
Q9V9M7	P34334	P46778
O01804	Q9VQ61	P17174
P68033	O45815	Q9P1U1	P32392
Q9VRV8	O00410
Q9VE63	Q14929
Q8I111	Q9VHB8	P29803
Q9Y123	Q96AA3
Q07327	P61764
O88879	Q969H0	O44382	Q93794
Q9VL07	Q19760	Q5NCY0	O14607
Q21945	P46439
Q9Z2V4	P20007	Q16822
Q99M87	Q03751	Q22751	Q8WW22
Q9W4C4	Q92667
P56079	O95674
P01872	Q7Z3Y4
P09631	P22807	P31270
Q80ZE3	Q92859	Q9U3P2	Q0E9F2
Q24319	P39656
Q9VP57	Q6ZNG0
O44452	P04755	P49582	P17787
G2HK03	Q9VYQ8	Q93008
Q9W2K2	O15116
P11679	Q19286	Q14525
Q9VIE7	Q09580	P49915
P52295	Q19969	P52294
Q8TDY2	Q9ESK9	Q7KTS2
A1Z866	Q99962	Q8CBW3
A4D127	P34326	P09089
Q8IGK6	P12270
P91679	O01840	Q16348
Q9NF15	Q9VLL1	O95619
P24014	Q19319	Q9UN67
Q23457	Q9W5E1	Q9NYG5
Q93635	Q9VF72	Q6ZUS6
Q9W3C2	Q8BTX4	Q9NZM5
P01723	P01615
P11712	Q9V3S0	Q9N574
Q8IQB8	P26927
Q9CQW5	Q20684	O00214
Q9VDC2	Q9BXS1
Q9JI11	Q09147	Q15850
O62215	Q9VCI5	O14521
Q9GU66	Q86Y82
Q9XXJ0	P49366
P91829	O75469
P15379	P16070
P46940	Q9JKF1	P14318
Q7JPN9	P00748
P97479	Q01989	Q9UKX2
Q9W0Y1	Q9BVM4
P41572	P52209
P34314	Q16539	P63085	P49762
O01775	P49657	Q00534	P30285
Q9VS50	Q56NI9
Q95YF3	P23128	Q14240
Q9JIQ3	Q9NR28
P0C192	Q9HBL6
Q21831	Q24090	Q9Z0H3	Q9H836
O76863	Q9BPX4
P91641	Q9R0X0	Q9H944
Q9VMV3	Q6PJ21
O18334	Q20365	P63000	O35626
Q18711	P04198
Q27522	P40320	Q00266
Q9W4X7	Q19706	Q9BRL6
Q7JX82	Q18488	Q8TF65
Q9VEM2	G5EFA2	E7CU85
Q20741	Q9ULU4
O44480	P41093	Q02543
Q8WT44	P84075	Q9UM19
Q9VML8	P91575
Q9XWR2	P08123
Q22630	Q9VD68	Q9NPH0
Q21626	Q9I7P3	Q8N3I7
P40808	O01579	O14977
Q9BRT9	Q9VBI1	Q9U2W9
Q0KHS0	Q19986	Q05BV3
Q9DBZ1	Q70UQ0
P57780	P13395	Q08043
Q00993	A1Z6X2	Q9P232
Q07817	P10417	Q9V9C8
Q9VAY6	O75934
Q24297	P34659	P62306
Q9VH07	Q9Y230	Q9GZH2
Q9VL16	Q9BWH2
P36188	Q20334	P19237
Q9BYG5	O97111	Q9NAN2
Q9W3V1	Q5VUV5
P54278	O76417	G5EFG5
P11344	P34269
Q9W3U0	Q15067
Q9VIS7	O95125
Q80W04	Q9VI21	Q18025	Q7Z6C6
Q9W4K0	Q15363
Q9VHW5	O75190
P11046	Q8TAS6
Q7JVP4	Q59G26	A5JYT2
Q0E9C2	G5EC14	Q9H2F5
Q5EAK6	Q13535
Q9V4P1	Q9XWN6	Q9NQW6
O16359	Q05192	P11474
P40614	P55851
P11627	P32004	Q9VMN6	Q53U87
Q8SY33	Q9HCJ0
Q9VX15	P40938	O44175
Q86S66	Q14651	P70670
Q21187	O00409
P30049	Q9W2X6	Q09544
Q9Y1T2	Q21227	O95996
Q9GU68	P34563	P63241
Q9VKB9	Q9H2M9
Q9Z0G0	O14908	Q20393
Q8SZY9	Q9Y4W2
Q17446	Q13233	Q24190	P53349
Q961V9	P53370
A4V1K1	Q96KE9
P54367	Q9BVE2
O00327	O44712	O61734	P30561
Q9W330	P19367
Q93743	Q969Q4
Q9VHN0	Q9P0N5
Q6PDS3	Q6IDD9	Q86DA5	Q6SZW1
Q17559	Q96FN4
Q9VDG2	Q7Z5H3
Q9VUI3	A0A0C4DGQ7
Q61730	Q9V477	Q9N3F2	O60603
O15264	O44408	O61443	Q9WVS7
Q8IUX8	Q9VS89
Q22616	A1Z9S1	P78537
Q9TYQ2	O15037
Q9VI23	Q8HWS3
Q95YG3	Q9UPY3
Q9VST4	Q10454	V9HWH2
Q9U622	Q8TD20
Q07152	Q9GZH3	Q6PKC0
Q6P1G2	Q9W214	Q8NHM5
Q10954	Q9VIV2	Q5T8P6
Q27889	P16298	Q09496
Q95T04	Q00341
P50247	Q9VZX9	Q96HN2
Q9VM60	Q9BTE3
A8DYH1	Q3T8J9
Q9V438	G5EC91	Q13876
Q9VI67	P22980	P23409
Q9VJ03	Q8HJ11	Q96NN9
O45712	Q9VHC7	Q15020
Q9VZ56	Q19553
O88939	O02273	Q9VIY9
Q21323	P09012
P49452	Q03188
Q86S68	Q7JVY2	Q8R4E9	Q9H211
Q9VVV7	Q9N5L0	Q8IZ69
Q8ND82	Q5U156	Q20130
P31431	Q64519	P49415
Q60875	O94989
Q9H4E5	Q8CFP6
O77291	G5ECG5	Q9R269	O60437
O01918	Q7K264	Q8R5C8	Q15326
Q155P7	P49454
P14211	O14967	Q9VAL7	P27798
Q9U3C6	P05205	Q61686
P45983	P47811	P39745	P40417
Q9GSX9	Q9W358	Q9NPQ8
P45962	Q5T7B8
Q9HD40	Q9VNE3	Q18953
Q9BJZ5	Q9BIB7	Q12849
Q9VXR3	Q9BKW4	A2A5Z6	Q9HCE7
Q9VJJ7	Q9UBN4
Q27257	Q6Q0C1
Q8N465	O46096	G5EE46
Q9Y112	Q23320	P15121
Q9UAX0	A2A3K4
Q9VSX2	Q17849	Q16082
Q9VFX1	P22724	Q10459	Q9H1J7
O15943	Q86UP0
P54815	Q9NVI7
Q961I1	O94925
Q9QXA7	Q96DX7
Q94900	P48169
P48461	P63087	G5ECL6
Q9VP40	Q7Z7C8
P29829	Q9HAV0
Q9VCE1	O88597	Q14457
Q8N9W6	Q9VT98	Q10572
G5ECK4	Q9VIF7	Q14155	Q9ES28
Q9JIA7	Q9NYA1	Q9VNA6	Q9TZI1
Q9HAY2	P25233	Q9I7L4
G5EGG8	O75771
Q9VC65	Q86U28
Q17720	P35128	P62253
Q9VMJ5	Q6UWU2
Q8C196	P05990	P31327
Q9V9Y0	P30825
Q8BIF2	Q94901
P17918	O02115	Q9VIT0	P12004
Q9VYV9	Q9Y6G5
Q9XZ10	Q93050
Q9VQQ6	O60749	Q9GYJ9
P91151	Q9VJD3	Q9UP83
V6CJ04	P16568	Q96G01
Q9VGL8	A6NDS4
Q3SYB3	G5EGC9
P61247	P55830	P48154
Q9D721	Q09019
Q9V3N8	Q9NWX6
Q9WV55	Q5JVY0	Q9VSD3	O17099
Q9XZ63	P55145
Q03570	O60244
Q9W4X2	Q20561	Q9Y4Z2	Q61039
Q9VB58	Q6EMB2
P52874	E9PL17
Q9BXR0	Q9VSZ6	Q23623
Q86WH2	Q5EBH1	Q9VCQ7
Q9V3P3	Q95PZ7	P61289
P49021-2	Q9R1X4	Q9UNS1
Q9VJJ8	Q8IWV2
Q7KTI1	Q7Z2H8
Q9VBU7	P49790
G5EEP7	P02675
Q9H2U2	O77460	Q18680
Q9EQW6	Q20941	Q7RTS1
A1ZAE2	P34664	O95714
P14199	Q22436	Q64337	Q13501
P47809	Q9Y6R4	Q20347	O62602
Q05513	P90980
Q06943	O01683	P09429
Q14CM0	Q9VFD3	Q8ITW4
Q9VKJ6	P54707
O01299	Q7Z5L2
P17221	Q7KMM8	Q9Y574
Q8IRT1	Q8IY34
A5PEW5	P36975	P60879
Q9VX91	O70481	Q8IWV7
P56556	Q7JZK1	O18236
Q94184	Q9JLJ0	Q99732
Q9VWH8	Q8TBQ9
P45975	O44757	Q9BZ95
P90994	Q99LX0	Q9VA37	Q99497
Q9W1N1	P56270
G5EDP9	Q8INY1
Q80Z96	A1Z7N9	H2KY90	Q8TAA9
Q9U2U6	Q92543
Q9VL11	Q9BSH4
Q24046	P51164	Q9XUG9
Q9QYE6	Q8SZ63	Q8TBA6
Q02637	P17676	P28033	Q8IG69
O62236	Q24547	Q16623	P70452
Q12906	O88532	Q94540
Q966M5	Q9XZT1	Q9BUE0
P15330	Q04207	Q04864
Q9UIF8	G5EGI1
Q0E8X6	Q14232
G5EGT6	Q9Y6A2
Q7JUR6	Q9BQ69
Q23985	Q8TDB6
Q9VCC0	G5EEI8	Q9UHD1
Q21215	Q9Y3F4	O18640
Q8R4X3	Q8IXT5	Q9U304
Q9W2M0	Q8BIJ7	Q19088	Q9H5N1
Q8SX57	P14061
Q95Y99	Q86BR9	Q9Y6M4
Q9VKJ1	G5EF87	Q5VVJ2
Q9VGW1	P15116	Q9UN75
Q7K2Y9	Q96HA8
O62259	Q96EG3	O70230	Q9VR05
Q7TN89	Q96D21	Q9VNG6	G5EFC1
Q9BSW7	Q9VUJ3	Q22366
Q9XZ68	Q19752	P53611
Q7K527	O60637
Q8WXX0	P37276
P58215	P91249	P30204	M9NDE3
Q61990	Q9GRY9	Q9GQN4	Q15365
Q8IR99	Q17936	P57721
Q19849	P30052	P30051	Q15561
Q6P597	P46824	Q21592	O88448
Q9BKU9	Q8N0Z6
Q8VDP3	M9MRD4	Q01082
Q9JKX8	O75631
P28070	Q9VNA5	P90868
Q7JMS4	Q80TQ2	Q9NQC7
Q8CHT1	D3DTR7
O43615	Q8IHE3	O02161
Q9HCS5	G5EBK3	Q24564	P26043
P55326	O43399
Q15973	Q9TZ64	Q0IGS1
G5EBT5	Q9VQF5	Q9NXE8
O89032	O00443
Q05201	O17670	P97767	Q99502
O44158	Q9H9H4	Q8R105	Q9VN88
P20354-2	P50148	Q21917
P35790	Q9V9R4	Q22820
Q9Z1T2	Q14767
O09012	P50542	O46085	Q18426
P48602	Q19626	V9HW26
Q9VWA8	O18282	Q14331
Q9VH85	Q920A9	Q96LA5
O17626	O43175	O88712
Q96BR9	Q7TSZ8	Q9VK21
Q9N4P2	Q9NS18
Q9VUD3	O60248
O35305	Q07011
P14003	Q9NQ87
Q24114	P78333
Q60629	Q9V3Q6	H2L099	P36897
Q92621	Q8MSV6	Q21436
Q960Q8	P52010	P45877
Q9VCW6	Q966L2	P48507
G5EC32	Q9UKW4	Q60992
Q9VCE0	Q9UG56
Q04652	P34324	Q53HC5
Q9JHD1	Q9VC36	Q86U86	G5EGM3
P12252	Q13370
C4ALD5	Q08012	P27870	P15498
Q9TXZ9	Q7JYX5	P51809
P14599	P51693
Q9N4U2	Q05707
Q00610	P29742	P34574
P91682	Q9H461
Q9VBH8	P49207
Q9N4B7	A1ZBX4	Q9Y2Y1
Q9W3J5	Q86B36	Q9Y285
P61982	Q04917
Q9W3Y5	Q9Y6V7
Q9TYJ0	A0A0C4DGF2
Q22190	Q9NSC2
Q9U357	Q86BE9	Q9CQR7	Q9NZ42
Q9BYD3	Q9V3D0	O17005
Q8VEF1	Q95RE0	Q66K14
Q9VNF6	Q8N344
Q8T3K5	P63073
Q9VIN9	Q9Y676
Q9W328	Q9GZS3
Q9XZT6	Q16854
P40763	P42227	Q24151
Q14094	P14785	P25322
Q8I0P1	Q9BL83	Q96TA2
P07141	P09603
O00233	Q9VFS8	Q10920
Q9VN49	Q8MNT0	Q8WWI1
Q95Y95	O43312
Q8BX65	Q99750
Q8IGV3	O14494
Q9W409	Q9Y2D9
Q9N5S7	O95994
G5EF37	Q9NZU7
Q9VXF9	Q17569	Q8WTU0
Q9BZG8	Q9VFE9	Q09454
P46109	P34258	Q24218	Q99M51
Q9W4M9	P46087
Q7TS72	Q9VYE6	Q96DU7
P49459	Q9Y165	Q9N490
P09180	O02056	P36578
Q9VTH4	Q9NX09
P34303	Q03112
Q9VPU1	Q18204	Q13588
Q9EP53	Q92574	Q9U9A9
P54351	Q20748	Q6PIW4
Q9BTE1	Q9NHE4	Q9N4I1
Q9VAU9	Q9Y3S2
Q9P2N6	A1Z9L0	Q22992
Q8SX38	O60942
P28078	Q6PJR7
P16110	Q94215	Q6DKI2
P20263	Q15319
Q9VG44	O44750	Q9NQW7
Q10653	O96020	Q9VXM1	Q61457
Q23359	P26651
Q18846	P49071	Q9BUB5	O08605
P12613	P47209	P11983	P78371
Q6AWN0	Q09407
A9D4E4	Q7K0S9
P26017	P34618	P30658	P83916
Q07750	Q9VWR1
Q9VIS5	Q5MCW4
Q9XYQ9	Q9Y4K3
Q9Y5X4	Q95QR2
O89091	Q9U235	P08970
Q5PR73	Q8T0G8	P57735
P23416	Q9VL79	Q17328
Q0KHQ5	P49336	Q8MXI4
P42280	P07288
Q9QYY0	Q9UQC2
Q9VR89	Q9NRX1
Q95TY2	A7XYQ1
P27573	O95297
Q9VG78	Q6ZMY3
O09106	Q94517	O17695	O15379
G5EEK2	O15230
P54399	Q17688	P13667
Q5VSL9	Q9VZQ9	Q19300
P34288	Q9VIS1	Q86UT2
Q16594	Q27272	O45784
Q95T12	Q93533	Q9UGQ2
Q8IRR0	Q8R086	Q93315	O43169
O44897	O60706
P34599	Q8T4F2	O75431
Q9V4D8	P56581	Q13569
P13528	P14859
Q9VIU4	Q9C0D9
Q9Y6E2	Q91VK1	Q9VNE2
Q21774	Q9VEP6	P30566
Q9GS00	Q9VJR9	Q13098
Q8I136	Q86SF2
Q96QK1	Q9EQH3	Q95RP4
Q7KG36	Q96MU6
P43509	Q9GZM7
Q8NAA4	Q9VAK0	Q09589
Q9DD03	P61209	P36405
P50207	P02835	Q15699	P17487
O08911	Q21734	Q9VE37
Q86BY9	Q8TEQ6
Q3KQV3	Q960Q9
Q961R9	A1A5C7
Q09452	P08044	Q96K83
O17982	Q8NCT1
Q9V3R8	Q9Y5Z9
Q99NE5	Q9Y2J0
Q9UQK1	Q9VVY3	H2KYT5
Q8T492	O60218
G5E829	G5EEK8	P22700	Q13733
Q96AB3	Q9W127	Q20062
Q9XVM0	P91927	O95202
P43136	P31396	Q86PI8	O95718
O95487	Q19371
Q8MRH0	Q9XUS9	Q9H0H5
Q08473	O60506
Q9VIM0	P34528	P42785
Q95R37	Q6ICB4
Q95R82	Q86VI4
Q24451	Q9Y2E5
Q9VRG6	Q9ULT8
Q9W4Q1	P35583	Q9UJU5	H2KZ39
O62216	Q96TC7
Q18787	Q9VUC7	Q8NBU5
O95807	Q9VZE2	Q9N2X7
Q9W2F0	Q6ZSB9
Q9VZV9	Q21944	P32189
Q9VF87	Q96F07
Q9VH90	Q9UGI0
P91318	Q9Y3B9
O01812	P29373
Q7Z569	Q95QN6	Q9VDZ1
Q9W4Y4	Q22574	Q9P2S2
H2L057	Q9VWS0	Q9UNL4
Q9BPW5	O62422
P41937	Q6PEY2
Q9VBG6	Q9P0T5
P55937	Q08378
H2KY99	Q9Y548
G5EDP2	P22307
P04426	P34888	P56704
Q7LG56	P48592	P11157	P42170
Q08117	O02482	P16371	Q62440
P01042	O08677	G5ECM9
Q99KR7	P52012	Q08752
Q7Z698	Q8T4F7	G5EG53
P55965	P90971	O95935
Q868T3	O62189	P21452
G5EF01	P23257	Q9BQE3
Q9VVD0	Q86VQ0
Q9VCW3	Q8WUM0
Q8C863	Q9VCR6	Q9H4B6
Q86V81	Q9V3E7	Q17561
Q9VUU3	O95625
Q24423	Q96F45
Q09315	Q969T7
P47756	P48603	P34686
P41374	Q6ZWX6	P05198
Q9V9L1	Q27531	P13584
O14787	O62333
P81269	Q9VWW0	D0Z5N1	P16220
Q9VT61	Q9ULV3
P90849	Q9VMB9	P10606
Q9VKB8	Q19843	Q8IZV5
Q15006	Q9VEQ1	O76630
Q21404	O14686
Q93249	Q9W0Z5	Q9NQX5
Q8IMK7	Q9ULR3
Q9W3J9	B3KQ07
Q17636	Q96M27
Q22950	Q16533
O61199	Q9VA02	Q9ULD0
Q13077	P39428	Q960H6
Q9VJL6	P60983
P52478	P61081
Q4TT89	O15015	Q03267
Q9VYD5	O15382
Q9XU12	P33176	A1ZA18
P51991	O45189	Q02926-2
Q9VRY6	G5ECX8	P53990
Q20483	P68400	P18431
Q9NEY7	Q53S33
Q68DK7	Q6PDM1	P50535
Q9N425	Q8SYG2	Q9UNS2
Q8T490	V9HWA0
Q960W0	Q9NYY8
Q95R68	Q13724
O96553	Q21285	Q6UB35
Q960E8	P32780
Q9UJW0	Q8CBY8	Q18194
Q95U36	Q92538
Q9VVN6	P51589
Q23541	Q9VNE0
Q9W0A8	Q20647	Q53RC5
O18333	Q13636
Q99KX1	Q9NKV0	P58340
Q960F7	Q22174	O00178
P30625	P31324	P81900	P31321
Q13153	O88643	O62305	Q8T9L5
Q9U616	Q53XL7
P19157	P10299
P28652	P51956
Q9VPF3	P32754
P91374	O17445	P61313
Q9W5G3	O01532	P00797
Q99LU0	Q9U2F6	Q9VBI3	Q9HD42
Q6IB29	Q9V9Z9	Q09958
A2ARV4	Q9VSJ0	O00339
Q9VLS7	Q9Y6Y8
Q24279	Q9D6K5	P55196	Q9BIC1
Q4QQ70	Q96K21
Q9JIF7	Q9TYL9	P45437	P53618
Q8MRH4	Q9UKV3
H2L0C5	O43379
Q06986	Q8IUQ4	Q965X6	P21461
Q9VPM0	P78346
Q8SX43	P55789
G5EDI8	Q8NHQ9
Q24326	Q62073	G5ECJ6	P16885
Q8N8Y2	Q9W4P5	Q95YD5
Q16649	Q21361
P90953	D0VY79	P05709	Q61079
O16293	Q6UN15
Q19440	Q9GQS3	P35557
O01541	P49588
Q16514	P49905	Q9U226
P05093	P82713	Q27471
O35235	P50591
Q9W4I4	O96004
Q9W0I6	Q92562
P31310	P49639	P41935	Q9VTX7
Q960F6	Q9Y519
Q09555	Q9U1K2	P48378
Q9VIJ5	Q9Y244
P41885	O00445	Q9R0Q1	Q9W2R9
Q9QZ83	P10984	P45888	Q9NZ32
Q8C3I8	Q96BK8	Q9BL64
Q9VH64	P30533
Q8SWV6	Q9BVA6
Q8SXB1	Q9GYK4	Q9UQN3
Q94511	P28331
Q7K1S6	Q99426
P24892	P03905
Q9VPA7	P12367	Q6DHZ2
Q9VDX5	Q9UHL4
Q64221	Q24354	Q5T203
Q9W0C5	P28288
Q9VVI9	Q9NZZ3
Q9VEC5	O17244	O94829
Q9VA71	Q96FJ0
Q9W3C1	Q9H0A0
P58771	V9HW56	Q8IG84	K8FDX2
Q9VRV0	Q8N7K0
G5EEN6	P25439	Q3TKT4
O18054	Q9VGP6	Q6FH24
O76398	O14753	A2A935	Q8MSN5
P17661	P20152	O02365
Q8WQC0	Q9Y2T1
Q9VVL8	P46579	Q9UGM6
P18173	Q8NE62
Q2MGN0	Q6NUN9
O08863	Q24306	Q9NR09
Q9TVM2	Q8MPS6	Q9HAV4
P40791	Q18955	Q14814
Q7JX87	P32119
Q9VIG6	Q02338
O88935	G5EGI2	Q17R54
O44720	A6NK53
Q8CHE4	Q6PJG9
Q9VZS5	Q21930	P41105	P46779
Q8K2C1	Q7JQT9	Q13685
Q9NP97	Q9W0F0	Q22752
Q9VN03	Q17828	Q8IYB8
P34540	O60333	P17210
Q8MRG8	Q91YQ1
Q9H9C1	Q9VAG4	Q23288
Q60876	Q9XZ56	Q13541
Q9XZH6	P91303	O75348
Q4V5A7	Q12830
P10383-2	Q01804
Q9VZQ3	Q9P1W9	A2CG49	G4S034
Q20255	A0A0B4J1Y2
Q960Z0	Q96Q89
Q9V3F2	Q9XVI6	O75600
Q19519	Q9VU87	Q86VN1
Q9V4A7	O60486
Q9Y153	Q9NXC2
Q9VKJ4	Q9Y3B2
P27661	P08985	P16104
Q9N366	Q96IU4
Q95XI9	O01666	P36542
P19338	Q9VVE5	Q91VM5
Q8T905	Q96AG3
Q7K519	G5EGB3	Q9HB90
Q9D8U8	Q9UNH7
Q9Z2L7	Q8IUI8
Q95TS5	Q9UKF6
P47915	Q24154	P47914
Q14390	Q9VXA5	Q9N5V4
Q18075	P97765	Q9VU19	Q7Z511
P26378	Q22037
Q9VDK3	Q20046
Q9V9V8	Q6ZTB9
Q22857	Q8WY91
P11584	Q9GYK2	L7RT22
Q13330	Q9R190	Q8IQA6
O14503	Q99PV5	P13097
Q9Z1R2	Q9VS82	P46379
Q9VH91	O44949	O14639
P42171	Q9V785	O60239
Q969R5	Q9VHA0	A0SQM0
Q9CQM9	Q9XTU9	Q9VJZ6	O76003
P70392	Q19770	Q0E949	Q8IV61
Q9W4H9	Q6IA86
Q9UN42	Q9XUY5
Q7K0X9	A0AVG3
Q9W509	Q7RTY0
Q9UK23	Q9VYN8	P91307
Q8K0E1	Q03607	Q7JZ62	Q96CX2
P08134	Q8IMX7	Q8BG51
P48159	P62830	P48158	P62829
Q7JVW5	Q9Y5Q9
Q9H0B6	P46822	O88447
Q9VI72	Q9HC77
Q9VJ72	Q9NQC8
A1ZBW3	P61978
P91672	Q11184	Q92915
Q7PL76	P49754
Q86B44	Q21549
P54352-2	Q9HBU6
Q8WV92	Q8VDV8	Q9VZK1
Q7Z443	Q9VVZ8	Q9U1S7
P01882	P01880
P0C2W1	Q9V6L9	Q18223
P04950	P21730
O76909	H2KYD4	O08900	Q9NQX1
P47938	Q14554	P34329
Q9VAQ7	O95391
P28838	Q95R35	P34629
Q7JRF1	O43752
O45797	Q6P5Z2
Q9W2I6	O62376	O43826
O18239	Q8STG9	P61619
Q5VT66	A1Z803	O44517
Q80TG9	Q59DZ1	Q9UB28	O75325
P13368	P32742
Q56UQ5	Q93573
Q9NA81	Q7K2Q8	Q8IUR0
P57759	O44342	P30040
O97067	O76387	Q9Y3E5
Q9VG93	P26641
Q9VX24	O00506	P52332
Q96PE2	Q61210	Q9U7D8
Q7KHG2	Q02446
Q9VN52	Q4U2R8
Q9V3U2	Q9NX24
A1ZAP8	Q96GY0
P30432	P29120
Q96DZ5	A1ZBM2	E2JKZ0
Q9NVP2	Q9V464	Q19326
Q8SXA8	Q8WXH0
O15945	P27540	P53762	O02219
Q19336	P35227
P52480	O17836	P14618
Q9UKT9	P41183	Q8SZN9
Q9V3D2	P36551
A2AJK6	P28370
P17139	Q5KU26
Q7M6U3	Q8IWB6
P01636	Q6PIQ7
Q24169	A4D0P7
Q9U3N5	P62341
Q94514	P55954	P20674
P39572	Q8BW74	Q16534	Q94126
P01116	Q9VPG7
P42325	Q6PIL6
O75063	Q8CID3	A4VCL2
P09052	Q8TDD1
P25916	R4GMX3	Q9TXC7
P41375	Q22918	P55010
Q20720	O76021
Q86YR5	Q7KJA9	Q09485
Q9W0K0	Q13387	Q9WVI9	G4RZC8
Q9VL00	Q9XVR6	Q96FW1
Q9VTG7	Q9P2W7
P34552	Q9WU78
Q9VJZ5	Q9N4E9	P78318
Q9VY42	G5EE32	Q96QU6
P84040	P62806	P62784	P62805
P11532	Q9TW65	P11531
P62070	O76742	P60766
Q9Y2K5	Q8MSX1	Q9N4P3
Q8T9B4	H2L028	O95477
P29351	Q9W0G1	Q15256
